Year,Gross
(2004–2005),0
(2004–2005),0
(2006–2008),1853
(2006–2008),1084
(1996– ),83
(1996– ),62
(1996– ),63
(1996– ),58
(1996– ),59
(1996– ),77
(1996– ),78
(1996– ),85
(1996– ),77
(1996– ),76
(1996– ),82
(2012– ),1684
(1999– ),517
(1999– ),1791
(1999– ),616
(1999– ),544
(1999– ),522
(1999– ),520
(1999– ),432
(1999– ),529
(1999– ),409
(1999– ),433
(1999– ),409
(2003–2006),65
(1999– ),480
(1996– ),67
(1996– ),95
(1996– ),91
(1996– ),72
(1996– ),74
(1996– ),77
(1992–1997),62
(1996– ),85
(1996– ),74
(1996– ),75
(1996– ),57
(1996– ),58
(1996– ),56
(1992–1997),68
(2006–2008),925
(1996– ),90
(1996– ),103
(1996– ),96
(1996– ),102
(1996– ),79
(1996– ),81
(2017– ),264
(1996– ),54
(1996– ),54
(1996– ),82
(1996– ),78
(1996– ),80
(2012– ),2024
(1992–1997),68
(2006–2007),3698
(2006–2007),3541
(2006–2007),3538
(1996– ),57
(1996– ),57
(1996– ),47
(1996– ),56
(1996– ),57
(1996– ),79
(1996– ),84
(1996– ),48
(1996– ),152
(1996– ),107
(1999– ),2388
(1999– ),1826
(2003–2006),60
(1992–1997),70
(1992–1997),60
(2000–2004),88
(1992–1997),70
(1996– ),131
(1996– ),111
(1996– ),82
(1996– ),87
(1996– ),78
(1996– ),51
(1996– ),134
(1996– ),66
(1996– ),67
(1996– ),51
(1999– ),3482
(1999– ),540
(1999– ),512
(1999– ),514
(1996– ),21
(1996– ),22
(2007–2008),0
(1999– ),500
(2007– ),0
(2007– ),0
(2007– ),0
(2007– ),0
(2007– ),0
(2007– ),9
(1998),73
(2018–2019),9
(2018–2019),9
(2018–2019),8
(2018–2019),11
(2018–2019),10
(2018–2019),7
(2018–2019),9
(2018–2019),8
(2002–2008),125
(2002–2008),126
(2002–2008),133
(2018–2019),12
(2002–2008),128
(2002–2008),130
(2002–2008),124
(2018–2019),7
(2002–2008),129
(2002–2008),131
(1992–1997),48
(2002–2008),131
(2002–2008),126
(2002–2008),134
(2002–2008),122
(2002–2008),146
(1998),78
(1998),80
(1998),67
(1998),64
(1998),70
(1998),67
(1998),65
(1998),71
(1998),68
(1996– ),74
(1996– ),49
(1996– ),71
(1996– ),57
(1996– ),57
(1996– ),87
(1996– ),66
(1996– ),65
(1999– ),548
(1999– ),1827
(1999– ),507
(1999– ),834
(1999– ),1709
(1999– ),557
(1997–2023),122
(2017– ),240
(1986–1988),19
(1986–1988),16
(1986–1988),17
(1986–1988),17
(1986–1988),16
(1986–1988),17
(1986–1988),17
(1986–1988),16
(1986–1988),16
(1986–1988),16
(1986–1988),16
(2012– ),937
(2006–2007),8
(2006–2007),8
(2006–2007),7
(2006–2007),11
(2006–2007),7
(2006–2007),9
(2006–2007),7
(2006–2007),8
(2006–2007),10
(2006–2007),15
(2006–2007),18
(2006–2007),7
(2019),49
(2006–2007),8
(1992–1997),89
(1992–1997),61
(2006–2007),3552
(2006–2007),3601
(1996– ),54
(1996– ),56
(1996– ),77
(1996– ),52
(1996– ),52
(1996– ),54
(1996– ),65
(1996– ),66
(1996– ),82
(1996– ),84
(1996– ),74
(1996– ),74
(1996– ),77
(1996– ),78
(1996– ),320
(1996– ),82
(1996– ),85
(1996– ),52
(1996– ),49
(1996– ),48
(1996– ),53
(1996– ),76
(1996– ),70
(1996– ),78
(1996– ),80
(1996– ),76
(1996– ),74
(1996– ),69
(1996– ),75
(1996– ),53
(1996– ),77
(1996– ),84
(1996– ),60
(1996– ),59
(1996– ),58
(1996– ),59
(1999– ),502
(1999– ),538
(1999– ),548
(1999– ),497
(1999– ),508
(1999– ),545
(1999– ),1682
(2001),67
(2001),63
(1999– ),543
(1999– ),533
(1999– ),510
(1999– ),1371
(2003–2006),52
(2017– ),256
(1996– ),22
(1996– ),22
(1996– ),21
(1996– ),22
(1996– ),22
(1996– ),20
(1996– ),21
(1996– ),21
(1996– ),17
(2012– ),1087
(2017– ),255
(1978–1979),0
(1978–1979),0
(1978–1979),0
(1978–1979),0
(1978–1979),0
(1978–1979),0
(1978–1979),0
(1978–1979),0
(1978–1979),0
(1978–1979),0
(1978–1979),0
(1996– ),45
(1996– ),67
(1996– ),66
(2017– ),249
(2002–2008),43
(1999– ),546
(1999– ),478
(1996– ),50
(1996– ),47
(1996– ),71
(1996– ),72
(1996– ),44
(1999– ),521
(2001),61
(2019– ),3297
(2012– ),1432
(1992–1997),58
(2001),61
(2001),60
(2001),58
(2001),60
(2001),70
(1992–1997),53
(1992–1997),53
(1992–1997),61
(2003– ),17
(2003– ),19
(1999– ),546
(1999– ),481
(1999– ),503
(1999– ),482
(1999– ),795
(2012– ),1097
(1999– ),517
(1999– ),506
(2001),51
(1996–1998),0
(1996–1998),0
(1996– ),68
(1996– ),69
(1996– ),62
(1996– ),63
(1996– ),44
(1996– ),49
(1996– ),49
(1996– ),56
(1996– ),61
(1996– ),62
(1996– ),49
(2017– ),247
(2018– ),164
(1996– ),51
(1996– ),51
(1996– ),68
(1996– ),69
(1996– ),71
(1996– ),77
(1996– ),47
(1996– ),47
(1996– ),51
(2001),48
(2001),48
(2001),51
(2001),47
(2001),49
(2001),49
(2001),54
(2001),53
(2001),53
(2001),50
(2003–2006),57
(2001),50
(1996– ),72
(1996– ),71
(1983–1986),0
(1996–1998),0
(2009),22
(2009),22
(2009),22
(2009),22
(1997–2023),62
(2006–2007),3486
(2006–2007),3649
(2006–2007),5690
(1986–1988),17
(1986–1988),16
(1999– ),487
(1999– ),508
(1999– ),502
(2019– ),3304
(2019– ),3193
(2019– ),3511
(2019– ),4511
(2019– ),4110
(2019– ),16293
(2019– ),3681
(2019– ),3329
(2019– ),3214
(2019– ),3078
(2019– ),3042
(2019– ),3009
(2019– ),3849
(1986–1988),16
(1986–1988),16
(1986–1988),16
(1996– ),71
(1996– ),51
(1996– ),51
(1996– ),72
(1996– ),71
(1999– ),506
(1999– ),518
(1999– ),1194
(1999– ),573
(1996– ),50
(1996– ),42
(1999– ),515
(2000–2004),123
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1992–1997),65
(2007– ),0
(2007– ),0
(2006–2007),4532
(1996– ),50
(1996– ),51
(1996– ),51
(1996– ),41
(1996– ),74
(1996– ),50
(1996– ),50
(1996– ),34
(1996– ),44
(1996– ),35
(1996– ),41
(1996– ),39
(1996– ),40
(1996– ),40
(1996– ),43
(1996– ),37
(1996– ),38
(1996– ),74
(1996– ),71
(1999– ),2034
(1999– ),2411
(1999– ),430
(1999– ),1767
(1999– ),4613
(1999– ),2222
(2017–2019),12
(2017–2019),14
(1997–2023),63
(1997–2023),50
(2012– ),1569
(2012– ),1372
(2017– ),246
(2007),39
(1996– ),20
(1996– ),41
(1996– ),68
(1996– ),23
(1996– ),21
(1996– ),21
(1986–1988),16
(1986–1988),16
(1986–1988),17
(1986–1988),16
(1999–2001),17
(1999– ),1760
(1999–2001),20
(1986–1988),17
(1986–1988),17
(1986–1988),17
(1986–1988),17
(1986–1988),17
(1986–1988),16
(1986–1988),17
(1986–1988),16
(1986–1988),17
(1986–1988),17
(1986–1988),18
(1986–1988),16
(1986–1988),16
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996– ),139
(1996– ),39
(1996– ),56
(1996– ),62
(1996– ),42
(1996– ),37
(1996– ),37
(1996– ),43
(1996– ),43
(1996– ),39
(1999– ),421
(1999– ),418
(1999– ),417
(1999– ),436
(1999– ),529
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(2019),39
(2019),37
(2019),38
(2019),38
(2019),35
(2019),33
(2019),33
(1996–1998),0
(1996–1998),0
(2019),33
(2019),39
(2019),33
(1992–1997),53
(2017– ),226
(2017– ),226
(2017– ),220
(1996– ),41
(1999– ),456
(1999– ),491
(1999– ),514
(1999– ),497
(1999– ),493
(1999– ),522
(1992–1997),72
(2007– ),0
(2007– ),0
(2007– ),0
(2007– ),0
(2012– ),1423
(1996– ),36
(1996– ),43
(1996– ),37
(1996– ),47
(1996– ),47
(1996– ),50
(1996– ),50
(1996– ),45
(1996– ),45
(1996– ),36
(1996– ),37
(1996– ),35
(1996– ),36
(1996– ),41
(1996– ),45
(1996– ),45
(1996– ),42
(1996– ),43
(1996– ),42
(1996– ),49
(1996– ),36
(1996– ),39
(1996– ),40
(1996– ),36
(1999– ),503
(1992–1997),77
(1999– ),473
(1999– ),546
(1999– ),492
(2019),36
(2004–2023),176
(1992–1997),56
(1999– ),929
(1999– ),514
(1999– ),526
(1999– ),508
(1999– ),868
(1999– ),1994
(1996– ),36
(1996– ),51
(1996– ),32
(1996– ),34
(1996– ),36
(1996– ),38
(1996– ),38
(1986–1988),16
(1986–1988),16
(1986–1988),16
(1986–1988),17
(1986–1988),17
(1986–1988),17
(1986–1988),16
(1986–1988),17
(1986–1988),17
(1986–1988),16
(2007),229
(2012– ),1400
(2019– ),3157
(2019– ),2864
(2019– ),2908
(2019– ),5354
(2019– ),2644
(2019– ),3480
(2019– ),2653
(1995–2009),19
(2007),167
(2007),414
(1996– ),45
(1996– ),33
(1996– ),61
(1996– ),57
(1996– ),66
(1996– ),63
(1996– ),52
(1996– ),31
(1996– ),41
(1996– ),41
(1999– ),1804
(2019– ),2398
(2019– ),2900
(2019– ),2353
(2019– ),2318
(2019– ),2418
(1999– ),521
(1999– ),1762
(1999– ),528
(1999– ),1925
(1999– ),424
(1999– ),3952
(1999– ),1685
(1999– ),689
(1999– ),1731
(1999– ),1417
(1999– ),2985
(2012),14
(1982–2002),29
(1982–2002),29
(1982–2002),28
(1982–2002),55
(1982–2002),26
(1982–2002),24
(1982–2002),33
(1982–2002),25
(1982–2002),39
(1982–2002),33
(1982–2002),23
(1982–2002),29
(1982–2002),30
(1982–2002),26
(1982–2002),24
(1982–2002),23
(1982–2002),24
(1982–2002),32
(1982–2002),23
(1982–2002),33
(1982–2002),36
(1982–2002),24
(1982–2002),25
(1982–2002),30
(1982–2002),26
(1982–2002),23
(1982–2002),25
(1982–2002),26
(1982–2002),24
(1982–2002),25
(1982–2002),25
(1982–2002),25
(1982–2002),34
(1982–2002),33
(1982–2002),24
(1982–2002),26
(1987–1989),0
(1987–1989),0
(1998),0
(1998),0
(1996– ),33
(1996– ),37
(1996– ),37
(1996– ),44
(1996– ),43
(1996– ),36
(1996– ),34
(1996– ),35
(1996– ),35
(1996– ),62
(1996– ),61
(1986–1988),16
(1986–1988),16
(1986–1988),16
(1986–1988),17
(1986–1988),16
(1986–1988),17
(1986–1988),16
(1999– ),1183
(1999– ),1696
(1999– ),4214
(2019–2020),60
(2019–2020),54
(2019–2020),52
(2019–2020),52
(2019–2020),50
(2019–2020),52
(2019–2020),42
(2019–2020),41
(2019–2020),43
(2019–2020),40
(2019–2020),47
(2012– ),1720
(2007),166
(2007),166
(2007),155
(2007),158
(1986–1988),16
(1986–1988),16
(1986–1988),15
(2007– ),0
(2000–2004),94
(1986–1988),18
(1986–1988),20
(1986–1988),21
(1986–1988),15
(1986–1988),15
(1999– ),1916
(1986–1988),15
(1986–1988),16
(1986–1988),15
(1986–1988),15
(1986–1988),16
(1986–1988),17
(1999– ),564
(2012– ),1481
(2019– ),2852
(2012– ),1274
(2017– ),232
(2017– ),218
(2017– ),208
(2007),150
(1999– ),1834
(1999– ),1894
(1993–1996),72
(1993–1996),79
(1993–1996),92
(1993–1996),163
(1993–1996),147
(1993–1996),132
(1993–1996),133
(1993–1996),69
(1993–1996),65
(1993–1996),68
(1993–1996),68
(1993–1996),92
(1993–1996),111
(1993–1996),68
(1993–1996),132
(1993–1996),137
(1993–1996),57
(1993–1996),65
(1993–1996),70
(1993–1996),105
(1993–1996),86
(1993–1996),60
(1993–1996),105
(1993–1996),119
(1993–1996),127
(1993–1996),183
(1993–1996),87
(1993–1996),96
(1993–1996),98
(1999– ),1958
(1993–1996),55
(1993–1996),90
(2019– ),2294
(2019– ),2315
(1993–1996),57
(1993–1996),108
(1993–1996),140
(1993–1996),124
(1993–1996),92
(1993–1996),121
(1993–1996),121
(1993–1996),290
(1993–1996),132
(1993–1996),100
(1993–1996),60
(1993–1996),54
(1993–1996),44
(1993–1996),49
(1993–1996),75
(1993–1996),113
(1993–1996),103
(1993–1996),61
(1993–1996),99
(1993–1996),98
(1993–1996),49
(1993–1996),53
(1993–1996),93
(1993–1996),126
(1993–1996),129
(1993–1996),49
(1993–1996),82
(1993–1996),51
(1993–1996),98
(1993–1996),77
(1993–1996),108
(1993–1996),107
(1993–1996),191
(1993–1996),75
(1993–1996),57
(1993–1996),57
(1993–1996),125
(1993–1996),62
(1993–1996),84
(1993–1996),100
(1993–1996),96
(1993–1996),99
(1993–1996),99
(1993–1996),99
(1993–1996),94
(1993–1996),97
(1993–1996),132
(1993–1996),125
(1993–1996),132
(1993–1996),227
(2016– ),1105
(1981–1986),13
(1981–1986),13
(2017– ),211
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(2000),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1996–1998),0
(1999– ),405
(1999– ),431
(1997–2023),108
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1997–2023),105
(2005–2006),8
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999),0
(1999– ),444
(1999–2004),5
(2017– ),221
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(2007),84
(2007),72
(2007),73
(2007),72
(2007),83
(2007),72
(2007),72
(2007),70
(2007),68
(2007),69
(2007),72
(2007),83
(2007),68
(2007),70
(2007),72
(2007),68
(2007),73
(2007),70
(2007),72
(2007),70
(2007),72
(2007),74
(2007),75
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(2007),77
(1987–1991),61
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1999–2004),0
(1997–2023),100
(1997–2023),111
(1997–2023),88
(1996–1997),0
(1996–1997),0
(1996–1997),0
(1996–1997),0
(1996–1997),0
(1996–1997),0
(1997–2023),141
(2007),154
(1999– ),395
(1997–2023),128
(1996– ),20
(1996– ),18
(1996– ),18
(1996– ),20
(1996– ),21
(2017– ),281
(1997–2023),106
(1997–2023),87
(1999– ),1641
(2012–2021),42
(1995–2009),44
(2005),23
(1995–2009),42
(1995–2009),38
(1995–2009),39
(1995–2009),35
(1995–2009),31
(1995–2009),32
(1995–2009),33
(1995–2009),33
(1995–2009),34
(1995–2009),31
(1995–2009),31
(1995–2009),31
(1995–2009),32
(1995–2009),32
(1995–2009),31
(1995–2009),30
(1995–2009),28
(1995–2009),28
(1995–2009),28
(1995–2009),27
(1997–2023),94
(1997–2023),94
(1997–2023),93
(1997–2023),106
(1997–2023),103
(1997–2023),104
(1997–2023),89
(1997–2023),101
(1995–2009),28
(1995–2009),27
(1995–2009),31
(1995–2009),31
(1995–2009),28
(2011),8
(2011),7
(2013–2023),36038
(2011),6
(2017– ),283
(1995–2009),21
(1995–2009),21
(1995–2009),20
(1995–2009),20
(1995–2009),20
(1995–2009),20
(1995–2009),21
(1995–2009),20
(1990–1992),0
(1992–1993),0
(2011),6
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1997–2023),85
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(2011),6
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(2011),6
(1996– ),38
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1997–2023),104
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1992–1993),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
(1990–1992),0
